id	ja	zh-TW	en	ko
178007311	"春キャンのとき
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"春天露營時
放鬆任務途中時
舒適狀態稍微增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Coziness a little bit increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007411	"芝生のキャンプ場で
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"在草地露營地
放鬆任務途中時
舒適狀態稍微增加"	"At a grass campsite,
At the en route of the Relax Mission,
Coziness a little bit increase"	"잔디 캠핑장에서
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007511	"高原のキャンプ場で
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"在高原露營地
放鬆任務途中時
舒適狀態稍微增加"	"At a highland campsite,
At the en route of the Relax Mission,
Coziness a little bit increase"	"고원 캠핑장에서
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007611	"林間のキャンプ場で
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"在林間露營地
放鬆任務途中時
舒適狀態稍微增加"	"At a forest campsite,
At the en route of the Relax Mission,
Coziness a little bit increase"	"임간 캠핑장에서
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007711	"公園のキャンプ場で
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"在公園露營地
放鬆任務途中時
舒適狀態稍微增加"	"At a park campsite,
At the en route of the Relax Mission,
Coziness a little bit increase"	"공원 캠핑장에서
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007811	"夏キャンのとき
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"夏天露營時
放鬆任務途中時
舒適狀態稍微增加"	"During the Summer Camp,
At the en route of the Relax Mission,
Coziness a little bit increase"	"여름 캠핑 때
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178007911	"冬キャンのとき
くつろぐミッションのとちゅうに
いごこちがちょっとあがる"	"冬天露營時
放鬆任務途中時
舒適狀態稍微增加"	"During the Winter Camp,
At the en route of the Relax Mission,
Coziness a little bit increase"	"겨울 캠핑 때
[편히쉬다] 미션 도중 에
[쾌적함]이 약간 증가"
178008011	"くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"放鬆任務途中時
治癒狀態稍稍增加"	"At the en route of the Relax Mission,
Healing slightly increase"	"[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008111	"秋キャンのとき
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"秋天露營時
放鬆任務途中時
治癒狀態稍稍增加"	"During the Autumn Camp,
At the en route of the Relax Mission,
Healing slightly increase"	"가을 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008211	"水辺のキャンプ場で
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"在水邊露營地
放鬆任務途中時
治癒狀態稍稍增加"	"At a waterfront campsite,
At the en route of the Relax Mission,
Healing slightly increase"	"물가 캠핑장에서
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008311	"春キャンのとき
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"春天露營時
放鬆任務途中時
治癒狀態稍稍增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Healing slightly increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008411	"芝生のキャンプ場で
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"在草地露營地
放鬆任務途中時
治癒狀態稍稍增加"	"At a grass campsite,
At the en route of the Relax Mission,
Healing slightly increase"	"잔디 캠핑장에서
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008511	"高原のキャンプ場で
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"在高原露營地
放鬆任務途中時
治癒狀態稍稍增加"	"At a highland campsite,
At the en route of the Relax Mission,
Healing slightly increase"	"고원 캠핑장에서
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008611	"林間のキャンプ場で
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"在林間露營地
放鬆任務途中時
治癒狀態稍稍增加"	"At a forest campsite,
At the en route of the Relax Mission,
Healing slightly increase"	"임간 캠핑장에서
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008711	"公園のキャンプ場で
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"在公園露營地
放鬆任務途中時
治癒狀態稍稍增加"	"At a park campsite,
At the en route of the Relax Mission,
Healing slightly increase"	"공원 캠핑장에서
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008811	"夏キャンのとき
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"夏天露營時
放鬆任務途中時
治癒狀態稍稍增加"	"During the Summer Camp,
At the en route of the Relax Mission,
Healing slightly increase"	"여름 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178008911	"冬キャンのとき
くつろぐミッションのとちゅうに
いやしがわずかにあがる"	"冬天露營時
放鬆任務途中時
治癒狀態稍稍增加"	"During the Winter Camp,
At the en route of the Relax Mission,
Healing slightly increase"	"겨울 캠핑 때
[편히쉬다] 미션 도중 에
[치유]가 소량 증가"
178009011	"くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"放鬆任務途中時
滿足狀態稍微增加"	"At the en route of the Relax Mission,
Satisfaction a little bit increase"	"[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009111	"秋キャンのとき
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"秋天露營時
放鬆任務途中時
滿足狀態稍微增加"	"During the Autumn Camp,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"가을 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009211	"水辺のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"在水邊露營地
放鬆任務途中時
滿足狀態稍微增加"	"At a waterfront campsite,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"물가 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009311	"春キャンのとき
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"春天露營時
放鬆任務途中時
滿足狀態稍微增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009411	"芝生のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"在草地露營地
放鬆任務途中時
滿足狀態稍微增加"	"At a grass campsite,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"잔디 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009511	"高原のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"在高原露營地
放鬆任務途中時
滿足狀態稍微增加"	"At a highland campsite,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"고원 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009611	"林間のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"在林間露營地
放鬆任務途中時
滿足狀態稍微增加"	"At a forest campsite,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"임간 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009711	"公園のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"在公園露營地
放鬆任務途中時
滿足狀態稍微增加"	"At a park campsite,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"공원 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009811	"夏キャンのとき
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"夏天露營時
放鬆任務途中時
滿足狀態稍微增加"	"During the Summer Camp,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"여름 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178009911	"冬キャンのとき
くつろぐミッションのとちゅうに
まんぞくがちょっとあがる"	"冬天露營時
放鬆任務途中時
滿足狀態稍微增加"	"During the Winter Camp,
At the en route of the Relax Mission,
Satisfaction a little bit increase"	"겨울 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 약간 증가"
178010011	"くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"放鬆任務途中時
滿足狀態稍稍增加"	"At the en route of the Relax Mission,
Satisfaction slightly increase"	"[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010111	"秋キャンのとき
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"秋天露營時
放鬆任務途中時
滿足狀態稍稍增加"	"During the Autumn Camp,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"가을 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010211	"水辺のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"在水邊露營地
放鬆任務途中時
滿足狀態稍稍增加"	"At a waterfront campsite,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"물가 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010311	"春キャンのとき
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"春天露營時
放鬆任務途中時
滿足狀態稍稍增加"	"During the Spring Camp,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"봄 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010411	"芝生のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"在草地露營地
放鬆任務途中時
滿足狀態稍稍增加"	"At a grass campsite,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"잔디 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010511	"高原のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"在高原露營地
放鬆任務途中時
滿足狀態稍稍增加"	"At a highland campsite,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"고원 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010611	"林間のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"在林間露營地
放鬆任務途中時
滿足狀態稍稍增加"	"At a forest campsite,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"임간 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010711	"公園のキャンプ場で
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"在公園露營地
放鬆任務途中時
滿足狀態稍稍增加"	"At a park campsite,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"공원 캠핑장에서
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010811	"夏キャンのとき
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"夏天露營時
放鬆任務途中時
滿足狀態稍稍增加"	"During the Summer Camp,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"여름 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178010911	"冬キャンのとき
くつろぐミッションのとちゅうに
まんぞくがわずかにあがる"	"冬天露營時
放鬆任務途中時
滿足狀態稍稍增加"	"During the Winter Camp,
At the en route of the Relax Mission,
Satisfaction slightly increase"	"겨울 캠핑 때
[편히쉬다] 미션 도중 에
[만족]이 소량 증가"
178011011	"あそぶミッションのおわりに
まんぞくがちょっとあがる"	"玩任務結束時
滿足狀態稍微增加"	"At the end of the Play Mission,
Satisfaction a little bit increase"	"[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011111	"秋キャンのとき
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"秋天露營時
玩任務結束時
滿足狀態稍微增加"	"During the Autumn Camp,
At the end of the Play Mission,
Satisfaction a little bit increase"	"가을 캠핑 때
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011211	"水辺のキャンプ場で
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"在水邊露營地
玩任務結束時
滿足狀態稍微增加"	"At a waterfront campsite,
At the end of the Play Mission,
Satisfaction a little bit increase"	"물가 캠핑장에서
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011311	"春キャンのとき
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"春天露營時
玩任務結束時
滿足狀態稍微增加"	"During the Spring Camp,
At the end of the Play Mission,
Satisfaction a little bit increase"	"봄 캠핑 때
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011411	"芝生のキャンプ場で
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"在草地露營地
玩任務結束時
滿足狀態稍微增加"	"At a grass campsite,
At the end of the Play Mission,
Satisfaction a little bit increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011511	"高原のキャンプ場で
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"在高原露營地
玩任務結束時
滿足狀態稍微增加"	"At a highland campsite,
At the end of the Play Mission,
Satisfaction a little bit increase"	"고원 캠핑장에서
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011611	"林間のキャンプ場で
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"在林間露營地
玩任務結束時
滿足狀態稍微增加"	"At a forest campsite,
At the end of the Play Mission,
Satisfaction a little bit increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011711	"公園のキャンプ場で
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"在公園露營地
玩任務結束時
滿足狀態稍微增加"	"At a park campsite,
At the end of the Play Mission,
Satisfaction a little bit increase"	"공원 캠핑장에서
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011811	"夏キャンのとき
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"夏天露營時
玩任務結束時
滿足狀態稍微增加"	"During the Summer Camp,
At the end of the Play Mission,
Satisfaction a little bit increase"	"여름 캠핑 때
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178011911	"冬キャンのとき
あそぶミッションのおわりに
まんぞくがちょっとあがる"	"冬天露營時
玩任務結束時
滿足狀態稍微增加"	"During the Winter Camp,
At the end of the Play Mission,
Satisfaction a little bit increase"	"겨울 캠핑 때
[놀다] 미션이 끝날때
[만족]이 약간 증가"
178012011	"あそぶミッションのおわりに
いやしがわずかにあがる"	"玩任務結束時
治癒狀態稍稍增加"	"At the end of the Play Mission,
Healing slightly increase"	"[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012111	"秋キャンのとき
あそぶミッションのおわりに
いやしがわずかにあがる"	"秋天露營時
玩任務結束時
治癒狀態稍稍增加"	"During the Autumn Camp,
At the end of the Play Mission,
Healing slightly increase"	"가을 캠핑 때
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012211	"水辺のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在水邊露營地
玩任務結束時
治癒狀態稍稍增加"	"At a waterfront campsite,
At the end of the Play Mission,
Healing slightly increase"	"물가 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012311	"春キャンのとき
あそぶミッションのおわりに
いやしがわずかにあがる"	"春天露營時
玩任務結束時
治癒狀態稍稍增加"	"During the Spring Camp,
At the end of the Play Mission,
Healing slightly increase"	"봄 캠핑 때
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012411	"芝生のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在草地露營地
玩任務結束時
治癒狀態稍稍增加"	"At a grass campsite,
At the end of the Play Mission,
Healing slightly increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012511	"高原のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在高原露營地
玩任務結束時
治癒狀態稍稍增加"	"At a highland campsite,
At the end of the Play Mission,
Healing slightly increase"	"고원 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012611	"林間のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在林間露營地
玩任務結束時
治癒狀態稍稍增加"	"At a forest campsite,
At the end of the Play Mission,
Healing slightly increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012711	"公園のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在公園露營地
玩任務結束時
治癒狀態稍稍增加"	"At a park campsite,
At the end of the Play Mission,
Healing slightly increase"	"공원 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012811	"夏キャンのとき
あそぶミッションのおわりに
いやしがわずかにあがる"	"夏天露營時
玩任務結束時
治癒狀態稍稍增加"	"During the Summer Camp,
At the end of the Play Mission,
Healing slightly increase"	"여름 캠핑 때
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178012911	"冬キャンのとき
あそぶミッションのおわりに
いやしがわずかにあがる"	"冬天露營時
玩任務結束時
治癒狀態稍稍增加"	"During the Winter Camp,
At the end of the Play Mission,
Healing slightly increase"	"겨울 캠핑 때
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178014011	"夏キャンのとき
あそぶミッションのはじめに
ぬくもりがちょっとあがる"	"夏天露營時
玩任務開始時
溫暖狀態稍微增加"	"During the Summer Camp,
At the start of the Play Mission,
Warmth a little bit increase"	"여름 캠핑 때
[놀다] 미션 시작 시에
[따뜻함]이 약간 증가"
178500011	"りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"料理任務途中時
舒適狀態僅微微增加"	"At the en route of the Cooking Mission,
Coziness just a little bit increase"	"[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500111	"秋キャンのとき
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"秋天露營時
料理任務途中時
舒適狀態僅微微增加"	"During the Autumn Camp,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"가을 캠핑 때
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500211	"水辺のキャンプ場で
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"在水邊露營地
料理任務途中時
舒適狀態僅微微增加"	"At a waterfront campsite,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"물가 캠핑장에서
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500311	"春キャンのとき
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"春天露營時
料理任務途中時
舒適狀態僅微微增加"	"During the Spring Camp,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"봄 캠핑 때
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500411	"芝生のキャンプ場で
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"在草地露營地
料理任務途中時
舒適狀態僅微微增加"	"At a grass campsite,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"잔디 캠핑장에서
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500511	"高原のキャンプ場で
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"在高原露營地
料理任務途中時
舒適狀態僅微微增加"	"At a highland campsite,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"고원 캠핑장에서
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500611	"林間のキャンプ場で
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"在林間露營地
料理任務途中時
舒適狀態僅微微增加"	"At a forest campsite,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"임간 캠핑장에서
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500711	"公園のキャンプ場で
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"在公園露營地
料理任務途中時
舒適狀態僅微微增加"	"At a park campsite,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"공원 캠핑장에서
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500811	"夏キャンのとき
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"夏天露營時
料理任務途中時
舒適狀態僅微微增加"	"During the Summer Camp,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"여름 캠핑 때
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178500911	"冬キャンのとき
りょうりミッションのとちゅうに
いごこちがほんのすこしあがる"	"冬天露營時
料理任務途中時
舒適狀態僅微微增加"	"During the Winter Camp,
At the en route of the Cooking Mission,
Coziness just a little bit increase"	"겨울 캠핑 때
[요리] 미션 도중 에
[쾌적함]이 조금 증가"
178501011	"くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"放鬆任務開始時
關係狀態僅僅稍微增加"	"At the start of the Relax Mission,
Relationship very little increase"	"[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501111	"秋キャンのとき
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"秋天露營時
放鬆任務開始時
關係狀態僅僅稍微增加"	"During the Autumn Camp,
At the start of the Relax Mission,
Relationship very little increase"	"가을 캠핑 때
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501211	"水辺のキャンプ場で
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"在水邊露營地
放鬆任務開始時
關係狀態僅僅稍微增加"	"At a waterfront campsite,
At the start of the Relax Mission,
Relationship very little increase"	"물가 캠핑장에서
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501311	"春キャンのとき
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"春天露營時
放鬆任務開始時
關係狀態僅僅稍微增加"	"During the Spring Camp,
At the start of the Relax Mission,
Relationship very little increase"	"봄 캠핑 때
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501411	"芝生のキャンプ場で
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"在草地露營地
放鬆任務開始時
關係狀態僅僅稍微增加"	"At a grass campsite,
At the start of the Relax Mission,
Relationship very little increase"	"잔디 캠핑장에서
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501511	"高原のキャンプ場で
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"在高原露營地
放鬆任務開始時
關係狀態僅僅稍微增加"	"At a highland campsite,
At the start of the Relax Mission,
Relationship very little increase"	"고원 캠핑장에서
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501611	"林間のキャンプ場で
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"在林間露營地
放鬆任務開始時
關係狀態僅僅稍微增加"	"At a forest campsite,
At the start of the Relax Mission,
Relationship very little increase"	"임간 캠핑장에서
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501711	"公園のキャンプ場で
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"在公園露營地
放鬆任務開始時
關係狀態僅僅稍微增加"	"At a park campsite,
At the start of the Relax Mission,
Relationship very little increase"	"공원 캠핑장에서
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501811	"夏キャンのとき
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"夏天露營時
放鬆任務開始時
關係狀態僅僅稍微增加"	"During the Summer Camp,
At the start of the Relax Mission,
Relationship very little increase"	"여름 캠핑 때
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178501911	"冬キャンのとき
くつろぐミッションのはじめに
つながりがほんのわずかにあがる"	"冬天露營時
放鬆任務開始時
關係狀態僅僅稍微增加"	"During the Winter Camp,
At the start of the Relax Mission,
Relationship very little increase"	"겨울 캠핑 때
[편히쉬다] 미션 시작 시에
[관계]가 아주 약간 증가"
178502011	"林間のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在林間露營地
玩任務結束時
治癒狀態稍稍增加"	"At a forest campsite,
At the end of the Play Mission,
Healing slightly increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178503011	"林間のキャンプ場で
あそぶミッションのおわりに
いやしがわずかにあがる"	"在林間露營地
玩任務結束時
治癒狀態稍稍增加"	"At a forest campsite,
At the end of the Play Mission,
Healing slightly increase"	"임간 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 소량 증가"
178507011	"暑いキャンプ場で
りょうりミッションのはじめに
いごこちがほんのすこしあがる"	"炎热的露营地
料理任務開始時
舒適狀態僅微微增加"	"At a hot campsite,
At the start of the Cooking Mission,
Coziness just a little bit increase"	"더운 캠핑장에서
[요리] 미션 시작 시에
[쾌적함]이 조금 증가"
178507111	"暑いキャンプ場で
りょうりミッションのはじめに
いごこちがほんのすこしあがる"	"炎热的露营地
料理任務開始時
舒適狀態僅微微增加"	"At a hot campsite,
At the start of the Cooking Mission,
Coziness just a little bit increase"	"더운 캠핑장에서
[요리] 미션 시작 시에
[쾌적함]이 조금 증가"
179001011	"本栖湖キャンプ場で
くつろぐミッションのおわりに
まんぞくがわずかにあがる"	"在本栖湖露營地
放鬆任務結束時
滿足狀態稍稍增加"	"At Lake Motosu Campground,
At the end of the Relax Mission,
Satisfaction slightly increase"	"모토스호 캠핑장에서
[편히쉬다] 미션이 끝날때
[만족]이 소량 증가"
179002011	"イーストウッドキャンプ場で
りょうりミッションのはじめに
いごこちがほんのわずかにあがる"	"在伊斯特伍德露營地
料理任務開始時
舒適狀態僅僅稍微增加"	"At Eastwood Campground,
At the start of the Cooking Mission,
Coziness very little increase"	"이스트우드 캠핑장에서
[요리] 미션 시작 시에
[쾌적함]이 아주 약간 증가"
179003011	"イーストウッドキャンプ場で
あそぶミッションのはじめに
まんぞくがほんのわずかにあがる"	"在伊斯特伍德露營地
玩任務開始時
滿足狀態僅僅稍微增加"	"At Eastwood Campground,
At the start of the Play Mission,
Satisfaction very little increase"	"이스트우드 캠핑장에서
[놀다] 미션 시작 시에
[만족]이 아주 약간 증가"
179004011	"芝生のキャンプ場で
あそぶミッションのおわりに
いやしがちょっとあがる"	"在草地露營地
玩任務結束時
治癒狀態稍微增加"	"At a grass campsite,
At the end of the Play Mission,
Healing a little bit increase"	"잔디 캠핑장에서
[놀다] 미션이 끝날때
[치유]가 약간 증가"
179005011	"芝生のキャンプ場で
りょうりミッションのはじめに
いやしがほんのわずかにあがる"	"在草地露營地
料理任務開始時
治癒狀態僅僅稍微增加"	"At a grass campsite,
At the start of the Cooking Mission,
Healing very little increase"	"잔디 캠핑장에서
[요리] 미션 시작 시에
[치유]가 아주 약간 증가"
179006011	"リンがメインのキャンプで
くつろぐミッションのおわりに
まんぞくがちょっとあがる"	"在以凛為主的露營中
放鬆任務結束時
滿足狀態稍微增加"	"In a camp where Rin is the main character,
At the end of the Relax Mission,
Satisfaction a little bit increase"	"린가 메인인 캠핑에서
[편히쉬다] 미션이 끝날때
[만족]이 약간 증가"
179007011	"リンがメインのキャンプで
くつろぐミッションのおわりに
まんぞくがわずかにあがる"	"在以凛為主的露營中
放鬆任務結束時
滿足狀態稍稍增加"	"In a camp where Rin is the main character,
At the end of the Relax Mission,
Satisfaction slightly increase"	"린가 메인인 캠핑에서
[편히쉬다] 미션이 끝날때
[만족]이 소량 증가"
179008011	"千明がメインのキャンプで
りょうりミッションのとちゅうに
ぬくもりがほんのすこしあがる"	"在以千明為主的露營中
料理任務途中時
溫暖狀態僅微微增加"	"In a camp where Chiaki is the main character,
At the en route of the Cooking Mission,
Warmth just a little bit increase"	"치아키가 메인인 캠핑에서
[요리] 미션 도중 에
[따뜻함]이 조금 증가"
179009011	"千明がメインのキャンプで
りょうりミッションのとちゅうに
ぬくもりがほんのすこしあがる"	"在以千明為主的露營中
料理任務途中時
溫暖狀態僅微微增加"	"In a camp where Chiaki is the main character,
At the en route of the Cooking Mission,
Warmth just a little bit increase"	"치아키가 메인인 캠핑에서
[요리] 미션 도중 에
[따뜻함]이 조금 증가"
