id	ja	zh-TW	en	ko
1217	ホームにキャンプサイトを作ろう	在家中建立營地	Create a campsite at home	홈에서 캠핑장 만들기
1218	リンを椅子に座らそう	讓琳坐在椅子上	Make Rin sit on the chair	린을 의자에 앉히기
1219	焚き火をクラフトしよう	製作營火吧	Craft a Bonfire	모닥불 제작
1220	焚き火を配置しよう	放置營火	Place a Bonfire	모닥불 배치
1221	ホームを夜にしよう	將主畫面設為夜晚	Make Home Nighttime	홈의 시간을 밤으로 변경
1222	ランタンを配置しよう	配置燈籠	Place the Lantern	랜턴 배치하기
1223	カレーめんを作ろう	製作咖哩麵	Let's make Curry Ramen	카레 면 만들기
1224	カレーめんを配置しよう	配置咖哩麵	Place Curry Noodles	카레 면 배치
1225	なでしこを参加させよう	讓楓參加吧	Let Nadeshiko join	나데시코를 참가시키기
1226	記念撮影をしよう	來拍紀念照吧	Let's take a commemorative photo	기념 촬영 하기
1227	キャンプを1回完了しよう	完成1次營地	Complete 1 camp session	캠핑을 1회 클리어
1228	みんなをホームに参加させよう	讓她們在家裡參與	Let them join at home	집에서 참여하게 하자
1229	時間を現実の時間帯にしよう	將時間設為現實時區	Set time to real-time zone	실제 시간으로 설정
1230	プレゼントボックスを受け取ろう	領取禮物盒	Receive Gift Box	선물 상자 수령
1231	ギア・料理を1回クラフトしよう	製作一次用品或料理	Craft gear or cook once.	기어·요리를 한 번 제작하다
1232	ホームにギア・料理を配置しよう	在首頁配置用品或料理	Place gear or food on the home screen.	홈에 장비나 요리를 배치하다
1233	キャンプを1回しよう	試著進行一次營地	Try 1 camp round	캠핑을 1회 플레이
1234	プレイヤー名を変更しよう	更改玩家名稱	Change Player Name	플레이어 이름 변경하기
1235	プレイヤーアイコンを変更しよう	更改玩家圖示	Change Player Icon	플레이어 아이콘 변경하기
1236	つなキャン初心者応援ボックスを使おう	使用連線遊戲新手支援盒子	Use Beginner Support Box in TsunaCam	츠나캠 초보자 지원 박스를 사용
1237	ランクF+以上でキャンプを完了しよう	在F+級以上完成營地	Complete the camp at Rank F+ or higher	랭크 F+ 이상으로 캠핑 클리어
1238	コスチュームガチャをしよう	來玩服裝轉蛋吧	Let's do a Costume Gacha	코스튬 뽑기 돌리기
1239	サポートカードガチャをしよう	嘗試支援卡抽獎	Let's do a Support Card Gacha	서포트 카드 뽑기 돌리기
1240	コスチュームを強化しよう	加強裝備吧	Enhance costumes	코스튬 강화
1241	ランクE以上でキャンプを完了しよう	在E級以上完成營地	Complete the camp with Rank E or higher	랭크 E 이상으로 캠핑 클리어
1242	「まんぞく」を100以上にしてキャンプを開始しよう	將「滿足」提高到100以上，開始遊戲營地	"Start the camp with ""Satisfaction"" over 100"	"""만족""을 100 이상으로 올려서 캠핑 출발"
1243	「いごこち」を100以上にしてキャンプを開始しよう	將「舒適」提高到100以上，開始營地	"Start the camp with ""Coziness"" over 100"	"""쾌적함""을 100 이상으로 올려서 캠핑 출발"
1244	「ぬくもり」を100以上にしてキャンプを開始しよう	將「溫暖」提高到100以上，開始露營吧	"Start the camp with ""Warmth"" over 100"	"""따뜻함""을 100 이상으로 올려서 캠핑 출발"
1245	「いやし」を100以上にしてキャンプを開始しよう	將「治癒」提高到100以上，開始營地	"Start a camp with 100+ ""Healing"""	"""치유""를 100 이상으로 올려서 캠핑 출발"
1246	ランクE+以上でキャンプを完了しよう	在E+等級以上完成營地	Complete the camp with Rank E+ or higher	랭크 E+ 이상으로 캠핑 클리어
1247	料理をクラフトしよう	嘗試製作料理	Let's craft a dish	요리 제작
1248	ホーム編集で「料理」を設置しよう	在主頁編輯中設置「料理」	"Set up ""Cooking"" in Home Edit"	"홈 편집에서 ""요리""를 설치"
1249	サポートカードを強化しよう	強化支援卡	Enhance Support Cards	서포트 카드 강화
1250	他プレイヤーにいいねをしよう	給其他玩家按讚	Give likes to other players	다른 플레이어에게 좋아요 누르기
1251	プロフィール編集で「プロフィールアイテム」を貼ろう	在個人資料編輯中貼上「個人資料物品」	"Edit profile and attach ""Profile Items"""	"프로필 편집에서 ""프로필 아이템"" 붙이기"
1252	プロフィール編集で「記念写真」を貼ろう	在個人資料編輯中貼上「紀念照片」	"Edit profile to add ""Commemorative Photo"""	"프로필 편집에서 ""기념 사진"" 추가"
1253	麓キャンプ場でキャンプを1回しよう	在山麓營地進行1次露營	Camp once at Foothill Campground	후모토 캠핑장에서 캠핑 1회 실행
1254	他人のキャンプサイトを訪問しよう	拜訪他人的營地	Visit others' campsite	다른 플레이어의 캠프사이트 방문하기
1255	「つながり」を120以上にしてキャンプを開始しよう	將「連線」提高到120以上，開始營地	"Start a camp with 120+ ""Connections"""	"""관계""를 120 이상으로 올려서 캠핑 출발"
1256	「まんぞく」を120以上にしてキャンプを開始しよう	將「滿足」提高到120以上，開始營地	"Start the camp with ""Satisfaction"" 120 or higher"	"""만족""을 120 이상으로 올려서 캠핑 출발"
1257	「いごこち」を120以上にしてキャンプを開始しよう	將「舒適」提高到120以上，開始遊戲營地	"Start the camp with ""Coziness"" 120 or higher"	"""괘적함""을 120 이상으로 올려서 캠핑 출발"
1258	「ぬくもり」を120以上にしてキャンプを開始しよう	將「溫暖」提高到120以上，開始露營	"Start the camp with ""Warmth"" at 120 or more"	"""따뜻함""을 120 이상으로 올려서 캠핑 출발"
1259	「いやし」を120以上にしてキャンプを開始しよう	將「治癒」提高到120以上，開始營地	"Start the camp with ""Healing"" over 120"	"""치유""를 120 이상으로 올려서 캠핑 출발"
1260	高ボッチ高原でキャンプを1回しよう	在高ボッチ高原露營1次	Camp once at High Botchi Plateau	다카봇치 고원에서 캠핑 1회 플레이
1261	イーストウッドキャンプ場でキャンプを1回しよう	在伊斯特伍德營地進行一次遊戲	Camp once at Eastwood Campground	이스트우드 캠핑장에서 캠핑 1회 플레이
1262	図鑑報酬を獲得しよう	獲得圖鑑獎勵	Get the Illustrated Book Reward	도감 보상 획득
1263	コスチューム適性あつさをＥ以上にしてキャンプを開始しよう	將裝備適性提高到E以上，開始遊戲吧	Start the camp with costume aptitude at E or higher	코스튬 적성 더위를 E 이상으로 올려서 캠핑 출발
1264	コスチューム適性さむさをＥ以上にしてキャンプを開始しよう	將裝備適性提高到E以上，開始遊戲吧	Start the camp by raising the costume's suitability to E or higher.	코스튬 적성 추위를 E 이상으로 올려서 캠핑 출발
1265	コスチューム適性うんどうをＥ以上にしてキャンプを開始しよう	將裝扮適性提高到E以上，開始進行營地活動	Get costume aptitude to E or higher and start the camp	코스튬 적성 운동을 E 이상으로 올려서 캠핑 출발
1266	ランクD以上でキャンプを完了しよう	在D級E級以上完成營地	Complete the camp with Rank D or above in mobile gaming	D랭크 이상으로 캠핑 클리어
1267	スキルを3つ以上獲得してキャンプを完了しよう	獲得3個以上技能並完成營地	Complete the camp by acquiring 3 or more skills	3개 이상의 스킬을 획득하여 캠핑 클리어
1268	「記念撮影」をしよう！	來「留念拍照」吧！	"Let's take a ""Commemorative Photo""!"	"""기념 촬영"" 하기"
1269	「つながり」のステータスを120以上にしてキャンプを開始しよう	將「連結」狀態提升至120以上，開始營地	"Start a camp with ""Connection"" status 120 or higher"	"""관계""를 120 이상으로 올려서 캠핑 출발"
1270	「まんぞく」のステータスを120以上にしてキャンプを開始しよう	將「滿足」狀態提高到120以上，開始營地	"Start the camp with ""Satisfaction"" status over 120"	"""만족""을 120 이상으로 올려서 캠핑 출발"
1271	「いごこち」のステータスを120以上にしてキャンプを開始しよう	將「舒適」狀態提升至120以上，開始營地	"Start the camp by raising the ""Igokochi"" status to 120 or more"	"""쾌적함""을 120 이상으로 올려서 캠핑 출발"
1272	「ぬくもり」のステータスを120以上にしてキャンプを開始しよう	將「溫暖」狀態提升至120以上，開始營地	"Start the camp with ""Warmth"" status over 120"	"""따뜻함""을 120 이상으로 올려서 캠핑 출발"
1273	「いやし」のステータスを120以上にしてキャンプを開始しよう	將「治癒」狀態提高到120以上，開始營地	"Start the camp with ""Healing"" status at 120 or higher"	"""치유""를 120 이상으로 올려서 캠핑 출발"
1274	ギアを1回クラフトしよう	製作「焚火台」裝備	"Craft the ""Bonfire"" gear"	기어 1회 제작
1275	ホームにギアを配置しよう	在主畫面編輯中設置「營火台」	"Place ""Bonfire Stand"" in Home Edit"	홈에 기어를 배치하기
1276	スキルを4つ以上獲得してキャンプを完了しよう	獲得4個以上技能並完成營地	Acquire 4+ skills and complete the camp	4개 이상의 스킬을 획득하여 캠핑 클리어
1277	ホーム編集で「テーブル」を設置しよう	在主頁編輯中設置「桌子」	"Set up a ""Table"" in Home Edit"	"홈 편집에서 ""테이블""을 설치"
1278	ギアの愛着アップを1回行う	進行1次裝備升級	Perform Gear Attachment Up once	기어 애착 상승을 1회 실행
1279	料理の愛着アップを1回行う	進行1次料理升級	Perform 1 Cooking Affection Boost	요리 애착 상승을 1회 실행
1280	リンのなかよしゲージを20以上にしてキャンプをクリアする	將琳的好友計量表達到20以上並完成營地	Clear the camp with Rin's friendship gauge at 20 or higher	린 친밀 게이지를 20 이상으로 올리고 캠핑 클리어
1281	千明のなかよしゲージを20以上にしてキャンプをクリアする	將千明的好友計量表達到20以上，然後完成營地	Clear the camp with Chiaki's friendship gauge at 20 or higher	치아키의 친밀 게이지를 20 이상으로 올리고 캠핑 클리어
1282	あおいのなかよしゲージを20以上にしてキャンプをクリアする	將藍色的好友計量表達到20以上並完成營地	Clear the camp with Aoi's friendship gauge at 20 or higher	아오이 친밀 게이지를 20 이상으로 올리고 캠핑 클리어
1283	恵那のなかよしゲージを20以上にしてキャンプをクリアする	將恵那的好友計量表達到20以上，並完成營地	Clear the camp with Ena's friendship gauge at 20 or higher	에나 친밀 게이지를 20 이상으로 올리고 캠핑 클리어
1284	ランクD+以上でキャンプを完了しよう	在D+級以上完成營地	Complete the camp at Rank D+ or higher	랭크 D+ 이상으로 캠프 클리어
1285	ギア適性くつろぎをF以上にしてキャンプを始めよう	將裝備適性提升到F以上，開始遊玩營地	Get Gear Aptitude F+ and start the Camp	기어 적성 편안함을 F 이상으로 올려서 캠핑 출발
1286	ギア適性あそびをF以上にしてキャンプを始めよう	將裝備適性提升到F以上，開始遊玩營地	Get gear aptitude to F+ and start the camp	기어 적성 놀기를 F 이상으로 올려서 캠핑 출발
1287	ギア適性りょうりをF以上にしてキャンプを始めよう	將裝備適性提升至F以上，開始遊玩營地	Get Gear Aptitude F or higher and start the Camp	기어 적성 요리를 F 이상으로 올려서 캠핑 출발
1288	レアリティＮのギアをクラフトしよう	製作稀有度N裝備	Craft Rarity N gear	레어리티 N 기어 제작
1289	レアリティＮの料理をクラフトしよう	製作稀有度N的料理	Craft a Rarity N dish	레어리티 N 요리 제작
1290	レアリティＲのギアをクラフトしよう	製作稀有度R的裝備	Craft Rarity R gear	레어리티 R 기어 제작
1291	レアリティＲの料理をクラフトしよう	製作稀有度R的料理	Craft a Rarity R dish	레어리티 R 요리 제작
1292	「おしゃべり」コマンドをLv3以上にしてキャンプをクリアしよう	將「聊天」指令升級到Lv3以上，並通關營地	"Clear the camp by leveling up the ""Chat"" command to Lv3 or higher"	"""수다""를 Lv3 이상으로 올리고 캠핑 클리어"
1293	「たべる」コマンドをLv3以上にしてキャンプをクリアしよう	將「吃」指令升級到Lv3以上，通過營地	"Clear the camp by leveling up the ""Eat"" command to Lv3 or higher"	"""먹다""를 Lv3 이상으로 올리고 캠핑 클리어"
1294	「せつえい」コマンドをLv3以上にしてキャンプをクリアしよう	將「設定」指令提升至Lv3以上，並通過營地	"Clear the camp by setting the ""Settings"" command to Lv3 or higher"	"""설영""을 Lv3 이상으로 올리고 캠핑 클리어"
1295	「たきび」コマンドをLv3以上にしてキャンプをクリアしよう	將「營火」指令升級至Lv3以上，通關露營	"Clear the camp by leveling up the ""Bonfire"" command to Lv3 or higher"	"""모닥불""을 Lv3 이상으로 올리고 캠핑 클리어"
1296	本栖湖キャンプミッション「カレー麺をアレンジする」でA以上の評価を取ろう	在本栖湖露營任務「變化咖哩麵」中，取得A以上評價吧	"Get an A or higher rating in Lake Motosu Camp Mission ""Arrange Curry Noodles"""	"모토스호 캠핑 미션 ""카레 면 어레인지""에서 A 이상의 평가 획득"
1297	本栖湖キャンプミッション「薪割り競争をする」でA以上の評価を取ろう	在本栖湖露營任務「砍柴競賽」中，爭取獲得A以上評價	"Lake Motosu Camp Mission: ""Compete in Firewood Splitting"" - Aim for A or higher rating"	"모토스호 캠핑 미션 ""장작 패기 경쟁""에서 A 이상의 평가 획득"
1298	麓キャンプミッション「ちくわと遊ぶ」でA以上の評価を取ろう	在山麓營地任務「與竹輪玩耍」中獲得A以上評價	"Get an A or higher rating in Foothill Camp Mission ""Play with Chikuwa"""	"후모토 캠핑 미션 ""치쿠와와 놀기""에서 A 이상의 평가 획득"
1299	麓キャンプミッション「アウトドア実験料理を作る」でA以上の評価を取ろう	在山麓營地任務「製作戶外實驗料理」中，取得A以上評價	"Foothill Camp Mission: ""Create Outdoor Experimental Cuisine"" - Aim for A or higher rating"	"후모토 캠핑 미션 ""아웃도어 실험 요리 만들기""에서 A 이상의 평가 획득"
1300	麓キャンプミッション「写真を撮る」でA以上の評価を取ろう	山麓營地任務「拍照」中，取得A以上評價	"Foothill Camp Mission: Get an A or higher rating in ""Take a Photo"""	"후모토 캠핑 미션 ""사진 찍기""에서 A 이상의 평가 획득"
1301	麓キャンプミッション「担々餃子鍋をする」でA以上の評価を取ろう	在山麓營地任務「吃擔擔餃子鍋」中，取得A以上評價吧	"Get an A or higher rating in Foothill Camp Mission ""Make Tantan Dumpling Pot"""	"후모토 캠핑 미션 ""단단 만두 찌개 만들기""에서 A 이상의 평가 획득"
1302	高ボッチ高原キャンプミッション「マシュマロをたべる」でA以上の評価を取ろう	在高ボッチ高原營地任務「吃棉花糖」中，取得A以上評價	"Get an A or higher rating in the Takabocchi Highlands Camp Mission ""Eat Marshmallows"""	"다카봇치 고워 캠핑 미션 ""마시멜로 먹기""에서 A 이상의 평가 획득"
1303	高ボッチ高原キャンプミッション「飾りつけをする」でA以上の評価を取ろう	在高ボッチ高原營地任務「裝飾」中獲得A以上評價	"Get an A or higher rating in the High Botchi Plateau Camp Mission ""Decorate"""	"다카봇치 고워 캠핑 미션 ""장식하기""에서 A 이상의 평가 획득"
1304	高ボッチ高原キャンプミッション「スープパスタを作る」でA以上の評価を取ろう	在高ボッチ高原營地任務「製作湯麵」中，爭取獲得A級以上評價	"Get an A or higher rating in the High Botchi Plateau Camp Mission ""Make Soup Pasta"""	"다카봇치 고워 캠핑 미션 ""스프 파스타 만들기""에서 A 이상의 평가 획득"
1305	高ボッチ高原キャンプミッション「写真を撮る」でA以上の評価を取ろう	在高ボッチ高原營地任務「拍照」中，爭取獲得A以上評價	"Get an A or higher rating in the High Botchi Plateau Camp Mission ""Take a Photo"""	"다카봇치 고워 캠핑 미션 ""사진 찍기""에서 A 이상의 평가 획득"
1306	イーストウッドキャンプ場ミッション「犬と遊ぶ」でA以上の評価を取ろう	在伊斯特伍德營地任務「與狗玩耍」中取得A以上評價	"Get A+ rating in Eastwood Camp Mission ""Play with Dog"""	"이스트우드 캠핑장 미션 ""치쿠와와 놀기""에서 A 이상의 평가 획득"
1307	イーストウッドキャンプ場ミッション「かくれんぼ」でA以上の評価を取ろう	在伊斯特伍德營地任務「捉迷藏」中獲得A以上評價	"Get an A or higher rating in Eastwood Campground mission ""Hide and Seek"""	"이스트우드 캠핑장 미션 ""숨바꼭질""에서 A 이상의 평가 획득"
1308	イーストウッドキャンプ場ミッション「煮込みカレーを作る」でA以上の評価を取ろう	在伊斯特伍德營地任務「燉咖哩」中獲得A以上評價	"Eastwood Camp Mission: Get A+ rating in ""Make Simmered Curry"""	"이스트우드 캠핑장 미션 ""찜 카레 만들기""에서 A 이상의 평가 획득"
1309	イーストウッドキャンプ場ミッション「ウッドキャンドルを作る」でA以上の評価を取ろう	在伊斯特伍德營地任務「製作木質蠟燭」中，取得A以上評價	"Eastwood Camp Mission: ""Create Wood Candle"" - Aim for A+ rating"	이스트우드 캠핑장 미션「우드캔들 만들기」에서 A 이상의 평가 획득
1310	ランクC以上でキャンプを完了しよう	在C級以上完成營地	Complete the camp with Rank C or higher	랭크 C 이상으로 캠핑 클리어
1311	レアリティSRのギアをクラフトしよう	製作稀有度SR裝備	Craft Rarity SR Gear	레어리티 SR 기어 제작
1312	レアリティSRの料理をクラフトしよう	製作稀有SR的料理	Craft an SR rarity dish	레어리티 SR 요리 제작
1313	本栖湖キャンプミッション「カレー麺をアレンジする」でS評価を取ろう	在本栖湖露營任務「變化咖哩麵」中取得S評價	"Get an S-rank in Lake Motosu Camp Mission ""Customize Curry Noodles"""	"모토스호 캠핑 미션 ""카레 면을 어레인지""에서 S 랭크 획득"
1314	本栖湖キャンプミッション「薪割り競争をする」でS評価を取ろう	在本栖湖營地任務「砍柴競賽」中，爭取獲得S評價	"Get an S-rank in Lake Motosu Camp Mission ""Firewood Splitting Competition"""	"모토스호 캠핑 미션 ""장작 패기 경쟁""에서 S 랭크 획득"
1315	SＲのギアをクラフトしよう	嘗試製作稀有度SR的裝備	Craft SR rarity gear	레어리티 SR 기어 제작
1316	麓キャンプミッション「ちくわと遊ぶ」でS評価を取ろう	在山麓營地任務「與竹輪玩耍」中獲得S評價	"Get an S rating in Foothill Camp Mission ""Play with Chikuwa"""	"후모토 캠핑 미션 ""치쿠와와 놀기""에서 S 랭크 획득"
1317	麓キャンプミッション「アウトドア実験料理を作る」でS評価を取ろう	在山麓營地任務「製作戶外實驗料理」中獲得S評價	"Foothill Camp Mission: ""Create Outdoor Experimental Cuisine"" - Aim for S Rank"	"후모토 캠핑 미션 ""아웃도어 실험 요리 만들기""에서 S 랭크 획득"
1318	リンのなかよしゲージをMAXにしてキャンプをクリアする	將琳的好友計量表達到最大值並完成營地	Clear the camp by maxing out Rin's friendship gauge	린 친밀 게이지를 MAX로 올리고 캠핑 클리어
1319	千明のなかよしゲージをMAXにしてキャンプをクリアする	將千明的好友計量表達到最大值並完成營地	Clear the camp by maxing out Chiaki's Friendship Gauge	치아키의 친밀 게이지를 MAX로 올리고 캠핑 클리어
1320	あおいのなかよしゲージをMAXにしてキャンプをクリアする	將蒼井的好友計量表達到最大，並通過營地	Clear the camp by maxing out Aoi's friendship gauge	아오이 친밀 게이지를 MAX로 올리고 캠핑 클리어
1321	恵那のなかよしゲージをMAXにしてキャンプをクリアする	將恵那的好友計量表達到最大，並完成營地	Clear the camp by maxing out Ena's Friendship Gauge	에나 친밀 게이지를 MAX로 올리고 캠핑 클리어
1322	高ボッチ高原キャンプミッション「マシュマロをたべる」でS評価を取ろう	在高ボッチ高原營地任務「吃棉花糖」中獲得S評價吧	"Get an S rating in the High Botchi Plateau Camp Mission ""Eat Marshmallows"""	"다카봇치 고워 캠핑 미션 ""마시멜로 먹기""에서 S 랭크 획득"
1323	高ボッチ高原キャンプミッション「飾りつけをする」でS評価を取ろう	在高博奇高原營地任務「裝飾」中獲得S評價	"Get an S-rank in the High Botchi Plateau Camp Mission ""Decorate"""	"다카봇치 고워 캠핑 미션 ""장식하기""에서 S 랭크 획득"
1324	イーストウッドキャンプ場ミッション「犬と遊ぶ」でS評価を取ろう	在伊斯特伍德營地任務「與狗玩耍」中取得S評價	"Get an S-rank in Eastwood Camp Mission ""Play with Dog"""	"이스트우드 캠핑장 미션 ""치쿠와와 놀기""에서 S 랭크 획득"
1325	イーストウッドキャンプ場ミッション「かくれんぼ」でS評価を取ろう	在伊斯特伍德營地任務「捉迷藏」中取得S評價	"Get an S-rank in Eastwood Campground mission ""Hide and Seek"""	"이스트우드 캠핑장 미션 ""숨바꼭질""에서 S 랭크 획득"
1326	ランクC+以上でキャンプを完了しよう	在C+級以上完成營地	Complete the camp with rank C+ or higher	랭크 C+ 으로 캠핑 클리어
1327	レアリティSRのギアを3つクラフトしよう	製作稀有度SR裝備	Craft Rarity SR Gear	레어리티 SR 기어 제작
1328	レアリティSRの料理を1つククラフトしよう	製作稀有SR的料理	Craft an SR rarity dish	레어리티 SR 요리 제작
1329	コスチューム適性あつさをB以上にしてキャンプを開始しよう	將裝扮適性提高到B以上，開始遊玩營地吧	Start the camp with costume aptitude at B+ or higher	코스튬 적성 더위를 B 이상으로 올려서 캠핑 출발
1330	コスチューム適性さむさをB以上にしてキャンプを開始しよう	將裝備適性提高到B以上，開始遊戲吧	Start the camp with costume aptitude B+ or higher	코스튬 적성 추위를 B 이상으로 올려서 캠핑 출발
1331	コスチューム適性うんどうをC以上にしてキャンプを開始しよう	將裝扮適性提升至C以上，開始進行營地活動	Get costume aptitude to C+ and start the camp	코스튬 적성 운동을 C 이상으로 올려서 캠핑 출발
1332	ギア適性くつろぎをC以上にしてキャンプを始めよう	將裝備適性提升至C以上，開始進行營地！	Get Gear Aptitude C+ and start camping	기어 적성 편안함을 C 이상으로 올려서 캠핑 출발
1333	ギア適性あそびをC以上にしてキャンプを始めよう	將裝備適性提升至C以上，開始進行營地遊戲	Get gear aptitude to C+ and start the camp	기어 적성 놀기를 C 이상으로 올려서 캠핑 출발
1334	ギア適性りょうりをC以上にしてキャンプを始めよう	將裝備適性烹飪提升至C以上，開始進行營地遊戲	Get Gear Aptitude Cooking to C+ and start the Camp	기어 적성 요리를 C 이상으로 올려서 캠핑 출발
1335	本栖湖キャンプミッション「焼肉をする」でＳ評価を取ろう	在本栖湖露營任務「烤肉」中，爭取獲得S評價	"Get an S-rank in Lake Motosu Camp Mission ""BBQ Time"""	"모토스호 캠핑 미션 ""고기구이 하기""에서 S 랭크 획득"
1336	本栖湖キャンプミッション「写真を撮る」でS評価を取ろう	在本栖湖營地任務「拍照」中獲得S評價	"Lake Motosu Camp Mission: Get an S-Rank in ""Take a Photo"""	"모토스호 캠핑 미션 ""사진 찍기""에서 S 랭크 획득"
1337	麓キャンプミッション「写真を撮る」でS評価を取ろう	山麓營地任務「拍照」來取得S評價吧	"Foothill Camp Mission: Get an S-rank in ""Take a Photo"""	"후모토 캠핑 미션 ""사진 찍기""에서 S 랭크 획득"
1338	麓キャンプミッション「担々餃子鍋をする」でS評価を取ろう	在山麓營地任務「吃擔擔餃子鍋」中取得S評價	"Get an S-rank in the Foothill Camp Mission ""Make Tantan Dumpling Hotpot"""	"후모토 캠핑 미션 ""단단 만두 찌개 만들기""에서 S 랭크 획득"
1339	高ボッチ高原キャンプミッション「スープパスタを作る」でS評価を取ろう	在高ボッチ高原營地任務「煮湯麵」中取得S評價吧	"Get an S-rank in the High Botchi Plateau Camp Mission ""Make Soup Pasta"""	"다카봇치 고워 캠핑 미션 ""스프 파스타 만들기""에서 S 랭크 획득"
1340	高ボッチ高原キャンプミッション「写真を撮る」でS評価を取ろう	在高博奇高原營地任務「拍照」中獲得S評價	"Get an S-rank in the High Botchi Plateau Camp Mission ""Take a Photo"""	"다카봇치 고워 캠핑 미션 ""사진 찍기""에서 S 랭크 획득"
1341	イーストウッドキャンプ場ミッション「煮込みカレーを作る」でS評価を取ろう	在伊斯特伍德營地任務「燉咖哩」中獲得S評價	"Get an S-rank in Eastwood Campground Mission ""Make Simmered Curry"" in mobile gaming"	"이스트우드 캠핑장 미션 ""찜 카레 만들기""에서 S 랭크 획득"
1342	イーストウッドキャンプ場ミッション「ウッドキャンドルを作る」でS評価を取ろう	在伊斯特伍德營地任務「製作伍德蠟燭」中獲得S評價吧	"Get an S-rank in Eastwood Camp Mission ""Create Wood Candle"""	"이스트우드 캠핑장 미션 ""우드 캔들 만들기""에서 S 랭크 획득"
1343	ランクB以上でキャンプを完了しよう	在B級以上完成營地	Complete the camp with Rank B or higher	랭크 B 으로 캠핑 클리어
1344	スキルを10個以上獲得してキャンプを完了しよう	獲得10個以上技能並完成營地	Acquire 10+ skills and complete the camp	10개 이상의 스킬을 획득하고 캠핑 클리어
1345	レアリティSRの料理を1つクラフトしよう	製作1個稀有度SR的料理	Craft 1 SR rarity dish	레어리티 SR 요리 1개 제작
1346	海辺のキャンプ場でキャンプを1回しよう	在海邊的露營地露營一次吧	Let's go camping once at the beach campsite.	해변 캠핑장에서 캠핑을 한 번 해보자
1347	クラフトで大成功以上をしよう	在製作中取得大成功以上吧	Let's achieve a great success or more in crafting.	크래프트에서 큰 성공 이상을 달성해보세요
1348	海辺のキャンプミッション「スイカ割りをしよう」でA以上の評価を取ろう	在海邊露營任務「來打破西瓜」中取得A以上的評價吧	"Try to get a rating of A or above in the beach camping mission ""Let's do Watermelon Splitting""."	해변 캠핑 미션 '수박 깨기'에서 A 이상의 평가를 받아보자
1349	海辺のキャンプミッション「フルーツポンチ早食い競争をしよう」でA以上の評価を取ろう	在海邊露營任務「快速吃完水果雜糅比賽」中取得A以上的評價	"Get a rating of A or above in the beach camping mission ""Fruit Punch Speed Eating Competition""."	해변 캠핑 미션 '프루트펀치 빨리 먹기 경쟁'에서 A 이상의 평가를 받아보자
1350	海辺のキャンプミッション「ビーチポートレート！」でA以上の評価を取ろう	在海邊露營任務「海灘肖像！」中取得A以上的評價吧	"Let's aim for an A or higher rating in the beach camping mission ""Beach Portrait!"""	해변의 캠핑 미션 '비치 포트레이트!'에서 A 이상의 평가를 받아보자
1351	海辺のキャンプミッション「海鮮バーベキューをしよう」でA以上の評価を取ろう	在海邊露營任務「來做海鮮燒烤」中取得A以上的評價吧	"Achieve a rating of A or above in the seaside camping mission ""Let's have a seafood barbecue""."	해변 캠핑 미션 '해산물 바베큐를 해보자'에서 A 이상의 평가를 받아보세요
1352	カテゴリ「テント」のギアを作ろう	製作「帳篷」類別的用品吧	"Let's create a gear in the ""Tent"" category."	'텐트' 카테고리의 기어를 만들어 봅시다.
1353	「つながり」を130以上にしてキャンプを開始しよう	將「連結」提升到130以上並開始露營吧	"Let's start the camp by increasing the ""connection"" to more than 130."	"""つながり""을 130 이상으로 설정하고 캠핑을 시작하자"
1354	「まんぞく」を130以上にしてキャンプを開始しよう	將「滿足度」提升至130以上，然後開始露營吧	"Let's start the camp by making ""Satisfaction"" over 130."	"""만족""을 130 이상으로 만들고 캠핑을 시작하자"
1355	「いごこち」を130以上にしてキャンプを開始しよう	讓「舒適」達到130以上，然後開始露營吧	"Let's start the camp with a ""Coziness"" of over 130."	"""쾌적함""를 130 이상으로 설정하고 캠핑을 시작하자"
1356	「ぬくもり」を130以上にしてキャンプを開始しよう	將「舒適度」提升至130以上，然後開始露營吧	"Let's start camping with ""warmth"" over 130."	"""따뜻함""을 130 이상으로 설정하고 캠핑을 시작하자."
1357	「いやし」を130以上にしてキャンプを開始しよう	讓「舒適度」達到130以上，然後開始露營吧	"Let's start the camp with ""Healing"" over 130."	"""치유""를 130 이상으로 설정하고 캠핑을 시작하자."
1358	「おしゃべり」コマンドをLv4以上にしてキャンプをクリアしよう	將「閒聊」指令提升到Lv4以上並完成露營吧	"Let's clear the camp by leveling up the ""Chat"" command to Lv4 or higher."	"""얘기하기"" 명령을 Lv4 이상으로 설정하고 캠프를 클리어해보세요."
1359	「たべる」コマンドをLv4以上にしてキャンプをクリアしよう	將「吃」指令提升到Lv4以上並完成露營	"Let's clear the camp by upgrading the ""Eat"" command to Lv4 or above."	"""먹기"" 명령을 Lv4 이상으로 설정하고 캠프를 클리어하자"
1360	「せつえい」コマンドをLv4以上にしてキャンプをクリアしよう	將「設置」指令提升到Lv4以上並完成露營	"Let's clear the camp by setting the ""Setup"" command to Lv4 or higher."	"""설정"" 명령을 Lv4 이상으로 설정하고 캠프를 클리어하자"
1361	「たきび」コマンドをLv4以上にしてキャンプをクリアしよう	將「升火」指令提升到Lv4以上並完成露營	"Let's clear the camp by upgrading the ""Bonfire"" command to Lv4 or above."	"""타키비"" 명령을 Lv4 이상으로 하여 캠프를 클리어하자"
